['597', '14', '564', '317', '993', '248', '577', '378', '753', '879']
['168', '555', '733', '853', '223', '401', '12', '635', '561', '706']
['446', '242', '833', '908', '842', '626', '103', '143', '668', '202']
['331', '84', '946', '418', '366', '610', '500', '173', '59', '297']
['859', '489', '456', '100', '321', '188', '841', '88', '815', '538']
['524', '845', '843', '394', '40', '342', '661', '356', '664', '382']
['998', '724', '693', '714', '552', '518', '673', '746', '170', '283']
['393', '660', '759', '247', '781', '821', '755', '705', '805', '455']
['757', '750', '533', '513', '120', '565', '514', '739', '38', '32']
['329', '154', '857', '758', '282', '530', '811', '398', '199', '302']
['703', '44', '261', '691', '194', '364', '405', '227', '75', '433']
['496', '436', '773', '457', '864', '605', '71', '123', '534', '400']
['547', '412', '31', '413', '915', '109', '589', '336', '176', '185']
['497', '8', '556', '312', '828', '935', '742', '895', '825', '161']
['114', '345', '211', '67', '68', '877', '756', '151', '254', '105']
['215', '688', '712', '291', '209', '101', '641', '384', '764', '782']
['124', '421', '72', '760', '45', '947', '327', '662', '53', '580']
['475', '936', '623', '265', '653', '458', '149', '791', '898', '715']
['60', '73', '189', '259', '650', '69', '276', '111', '978', '569']
['156', '426', '730', '414', '133', '871', '636', '2', '428', '385']
['359', '163', '754', '127', '326', '278', '415', '350', '25', '583']
['766', '814', '722', '363', '967', '741', '505', '358', '749', '374']
['973', '488', '729', '844', '305', '731', '81', '460', '795', '217']
['307', '334', '622', '783', '788', '839', '628', '584', '676', '794']
['761', '666', '408', '573', '257', '368', '506', '272', '478', '235']
['629', '186', '568', '22', '670', '367', '521', '141', '271', '656']
['203', '10', '262', '536', '438', '452', '449', '152', '130', '423']
['780', '700', '835', '765', '711', '239', '397', '920', '680', '231']
['886', '175', '637', '132', '4', '927', '891', '277', '542', '299']
['204', '9', '461', '318', '718', '117', '198', '441', '43', '102']
['146', '807', '784', '444', '897', '504', '599', '984', '429', '652']
['427', '119', '310', '58', '205', '357', '531', '858', '300', '692']
['258', '624', '852', '55', '922', '554', '245', '352', '459', '690']
['647', '638', '360', '462', '838', '232', '273', '479', '308', '621']
['182', '786', '266', '79', '181', '744', '417', '420', '289', '498']
['325', '802', '677', '902', '911', '667', '315', '529', '697', '966']
['153', '923', '671', '751', '996', '464', '939', '614', '171', '306']
['395', '3', '134', '918', '912', '37', '776', '770', '346', '499']
['375', '633', '818', '951', '639', '970', '169', '933', '642', '347']
['337', '519', '322', '883', '953', '361', '630', '674', '54', '563']
['572', '386', '687', '216', '319', '236', '726', '116', '241', '593']
['799', '295', '355', '338', '631', '603', '48', '679', '157', '404']
['929', '250', '965', '465', '517', '493', '943', '532', '52', '861']
['654', '925', '279', '980', '581', '607', '740', '958', '481', '889']
['391', '253', '365', '174', '645', '377', '720', '847', '193', '225']
['407', '292', '110', '304', '592', '135', '880', '921', '822', '868']
['179', '917', '932', '107', '230', '140', '333', '576', '522', '74']
['379', '64', '988', '50', '710', '208', '112', '834', '651', '658']
['602', '128', '779', '482', '523', '196', '587', '559', '281', '785']
['689', '962', '351', '180', '863', '20', '313', '625', '644', '752']
['604', '850', '728', '353', '659', '511', '640', '709', '298', '975']
['463', '468', '62', '824', '747', '948', '663', '243', '695', '287']
['18', '7', '944', '699', '251', '381', '5', '424', '586', '6']
