['9', '857', '710', '693', '557', '482', '136', '984', '506', '806']
['182', '427', '186', '675', '808', '599', '687', '5', '277', '384']
['859', '172', '87', '197', '353', '274', '701', '101', '975', '385']
['160', '779', '339', '42', '140', '639', '620', '420', '690', '96']
['436', '733', '691', '894', '716', '842', '832', '296', '653', '958']
['370', '83', '360', '65', '82', '760', '37', '625', '443', '343']
['463', '492', '495', '435', '997', '670', '276', '764', '885', '669']
['682', '406', '686', '399', '762', '659', '467', '244', '826', '254']
['446', '936', '49', '844', '208', '112', '40', '80', '439', '330']
['654', '519', '291', '224', '432', '967', '142', '410', '116', '569']
['258', '185', '175', '951', '627', '622', '606', '765', '650', '621']
['147', '537', '233', '509', '143', '178', '342', '507', '791', '169']
['973', '807', '279', '611', '249', '887', '679', '448', '801', '812']
['778', '383', '210', '64', '33', '462', '466', '228', '876', '583']
['340', '564', '418', '180', '234', '835', '626', '411', '269', '596']
['562', '227', '366', '320', '734', '166', '860', '651', '961', '861']
['497', '539', '322', '310', '223', '145', '838', '480', '805', '283']
['929', '962', '724', '51', '594', '763', '672', '883', '305', '256']
['282', '916', '278', '587', '720', '151', '473', '640', '347', '798']
['853', '938', '79', '934', '122', '247', '589', '344', '92', '580']
['184', '375', '910', '633', '907', '239', '839', '229', '904', '906']
['292', '729', '265', '550', '91', '585', '259', '809', '898', '545']
['567', '833', '355', '194', '610', '103', '2', '705', '652', '206']
['851', '541', '442', '314', '714', '28', '372', '157', '614', '933']
['402', '900', '115', '768', '521', '13', '643', '755', '684', '535']
['168', '619', '597', '181', '414', '141', '429', '302', '111', '31']
['526', '994', '694', '280', '357', '333', '327', '635', '668', '985']
['304', '242', '456', '802', '996', '804', '781', '963', '600', '706']
['250', '991', '756', '401', '4', '935', '248', '578', '158', '156']
['612', '624', '98', '387', '212', '209', '877', '939', '275', '943']
['926', '187', '450', '139', '196', '137', '39', '522', '646', '527']
['490', '609', '165', '213', '388', '421', '607', '656', '309', '478']
['380', '60', '391', '723', '135', '591', '493', '272', '873', '400']
['516', '321', '846', '735', '673', '71', '107', '678', '299', '855']
['969', '134', '820', '312', '129', '882', '819', '719', '830', '487']
['407', '977', '246', '138', '592', '922', '645', '7', '744', '451']
['570', '128', '942', '751', '718', '311', '747', '484', '297', '374']
['329', '840', '1000', '468', '554', '132', '834', '245', '628', '634']
['843', '267', '125', '373', '759', '560', '520', '981', '455', '231']
['803', '957', '944', '189', '581', '361', '430', '476', '825', '369']
['3', '237', '937', '127', '677', '862', '829', '511', '978', '795']
['415', '362', '533', '758', '728', '911', '216', '930', '74', '190']
['638', '475', '154', '602', '941', '544', '1', '823', '316', '593']
['547', '980', '76', '641', '954', '588', '397', '273', '542', '709']
['307', '204', '696', '219', '426', '68', '615', '336', '290', '217']
['750', '707', '364', '323', '155', '266', '35', '193', '577', '867']
['110', '29', '251', '381', '551', '38', '538', '972', '255', '123']
['348', '572', '849', '486', '817', '841', '205', '680', '715', '983']
['351', '345', '191', '449', '12', '563', '813', '950', '207', '494']
['337', '965', '671', '22', '792', '618', '352', '858', '770', '892']
['971', '317', '326', '328', '263', '335', '59', '106', '46', '308']
['793', '604', '914', '890', '893', '174', '41', '927', '920', '987']
['371', '523', '437', '658', '949', '661', '752', '358', '895', '730']
['647', '264', '940', '905', '416', '574', '598', '561', '878', '790']
['732', '689', '422', '203', '787', '150', '408', '474', '575', '95']
['748', '771', '700', '215', '924', '739', '243', '532', '21', '879']
['412', '294', '419', '50', '655', '171', '970', '232', '827', '159']
['293', '394', '947', '880', '201', '800', '481', '772', '676', '126']
['70', '34', '93', '44', '109', '386', '543', '776', '576', '102']
['331', '84', '540', '623', '47', '452', '477', '409', '976', '288']
['104', '657', '761', '854', '548', '948', '97', '815', '738', '566']
['100', '549', '783', '268', '888', '170', '685', '25', '782', '966']
['881', '818', '775', '796', '367', '558', '571', '226', '774', '392']
['688', '230', '912', '108', '173', '740', '469', '742', '54', '238']
['777', '26', '866', '324', '313', '176', '460', '378', '498', '30']
['14', '457', '252', '811', '85', '458', '286', '559', '428', '749']
['648', '915', '295', '513', '163', '260', '27', '821', '356', '298']
