['463', '617', '937', '594', '890', '672', '452', '13', '225', '202']
['917', '786', '951', '853', '537', '896', '188', '900', '954', '644']
['757', '767', '713', '379', '9', '388', '268', '306', '663', '889']
['906', '915', '758', '468', '603', '756', '817', '740', '273', '680']
['148', '134', '627', '320', '909', '228', '149', '821', '144', '302']
['14', '541', '419', '362', '622', '87', '346', '598', '920', '290']
['184', '454', '360', '393', '744', '506', '685', '727', '308', '499']
['138', '83', '554', '893', '832', '591', '888', '469', '827', '479']
['246', '125', '550', '869', '765', '368', '958', '439', '508', '217']
['77', '326', '183', '129', '725', '641', '607', '600', '254', '190']
['340', '845', '464', '731', '711', '636', '507', '384', '913', '102']
['682', '94', '163', '831', '482', '269', '912', '643', '429', '867']
['489', '926', '194', '220', '824', '560', '739', '529', '116', '231']
['655', '846', '718', '339', '699', '91', '414', '705', '240', '285']
['36', '364', '135', '212', '390', '39', '480', '38', '170', '298']
['376', '526', '250', '597', '295', '322', '386', '176', '142', '830']
['70', '472', '942', '834', '854', '837', '136', '433', '358', '226']
['227', '405', '466', '274', '871', '585', '838', '239', '141', '943']
['329', '325', '894', '866', '282', '81', '589', '92', '955', '387']
['751', '922', '288', '416', '792', '518', '420', '806', '432', '126']
['671', '406', '328', '473', '484', '300', '505', '301', '919', '32']
['446', '750', '626', '863', '280', '363', '166', '425', '118', '706']
['334', '783', '880', '438', '548', '650', '743', '895', '878', '158']
['503', '611', '474', '651', '493', '565', '891', '546', '812', '123']
['264', '182', '683', '187', '693', '916', '196', '377', '902', '559']
['318', '462', '666', '930', '255', '813', '275', '374', '162', '753']
['647', '734', '905', '754', '291', '259', '327', '356', '640', '424']
['153', '612', '8', '139', '882', '500', '661', '277', '2', '527']
['64', '165', '189', '117', '80', '271', '71', '347', '481', '487']
['814', '114', '270', '773', '623', '797', '140', '924', '810', '159']
['732', '407', '204', '779', '324', '208', '670', '173', '674', '855']
['700', '211', '665', '613', '459', '216', '281', '73', '195', '876']
['307', '237', '60', '601', '247', '284', '248', '37', '571', '790']
['524', '242', '956', '688', '768', '660', '659', '88', '576', '566']
